,PHS_9-12,PHB_10-15,Bog1_18-22,SOS_12-17,S1_12-15,S2_12-15,S3_13-16,EOS_5-10,E1_5-8,E2_5-8,E3_5-8,Fen1_5-8,Fen2_0-10
4000,0.000155409,0.000219324,0.000697429,0.000461217,0.000829538,0.000154729,0.000386678,0.000159331,0.000350415,0.000396483,0.000274771,0.000307732,0.000356197
3999,0.00023946,0.000158314,0.000752217,0.000423238,0.000803457,0.000133876,0.000317711,0.00015006,0.000353617,0.000375804,0.000251371,0.000254845,0.000309532
3998,0.000287792,0.0001195,0.000807043,0.000384978,0.000777316,0.000114738,0.000233018,0.000142123,0.000366932,0.000354933,0.000205592,0.000206385,0.000273217
3997,0.000287822,0.00010296,0.000861708,0.000346118,0.000751397,0.000100793,0.000169259,0.000138905,0.000398305,0.000350472,0.00014013,0.000171887,0.000269595
3996,0.000240833,0.000115479,0.000935711,0.000340929,0.000717548,0.000106906,0.000144932,0.000138136,0.000450909,0.000364975,9.19346E-05,0.000178379,0.000300977
3995,0.000175568,0.000170533,0.001014327,0.000373532,0.000730139,0.000145822,0.00015723,0.000138675,0.000517133,0.000387608,0.000101148,0.00024765,0.000355219
3994,0.000134024,0.000261113,0.00109404,0.000427575,0.00080866,0.000212051,0.00019506,0.000149985,0.000582778,0.000405253,0.000169739,0.000372399,0.000415685
3993,0.00013791,0.000346872,0.001176048,0.000476187,0.000917363,0.000277641,0.000247595,0.000183056,0.000628645,0.000405675,0.000250641,0.000507889,0.000464482
3992,0.000173702,0.00038334,0.001256197,0.00049792,0.000903301,0.000310288,0.000306503,0.000238475,0.000638289,0.000381583,0.000287653,0.00059628,0.0004876
3991,0.000213181,0.000363625,0.001322826,0.000492658,0.00091719,0.000299968,0.000367282,0.000305785,0.000613812,0.000340078,0.000270244,0.000607396,0.000487018
3990,0.000240916,0.000324465,0.001366107,0.000485679,0.00088528,0.000268873,0.000431573,0.000375106,0.00058442,0.000308425,0.000247421,0.000564735,0.000487066
3989,0.000259639,0.00030796,0.001386343,0.000510474,0.000860908,0.000248958,0.000498744,0.00044165,0.000582502,0.000314849,0.000277543,0.000525825,0.000514275
3988,0.000278385,0.0003204,0.001387829,0.000576356,0.00088551,0.000249945,0.000551884,0.000496944,0.000606648,0.000357853,0.000366703,0.000530095,0.000565363
3987,0.000303792,0.000331743,0.00136754,0.000651944,0.000949545,0.000257254,0.000563589,0.000526086,0.000622095,0.000405569,0.0004682,0.000569893,0.000603866
3986,0.00033977,0.000311877,0.001318926,0.000689206,0.001012412,0.000260757,0.00052498,0.000521518,0.000603264,0.000431427,0.000537765,0.000613548,0.000594965
3985,0.000388562,0.000263627,0.001248982,0.000670535,0.001048874,0.000274711,0.000464069,0.000494659,0.000564133,0.000441555,0.000572428,0.000646217,0.000541314
3984,0.00044883,0.000219329,0.001182461,0.000627318,0.001065437,0.000321235,0.000424665,0.000466133,0.000537172,0.000458293,0.000591936,0.000678102,0.000480154
3983,0.00051097,0.000207296,0.001143172,0.000606626,0.001073673,0.000397168,0.000425076,0.000445679,0.000529303,0.000484071,0.000600358,0.000716353,0.00044616
3982,0.000553703,0.000224651,0.001134699,0.00062373,0.001064468,0.000465207,0.000441941,0.000425995,0.000510883,0.000495825,0.00058273,0.000743298,0.000441554
3981,0.000551479,0.000243599,0.001143313,0.000654573,0.001017707,0.00048184,0.00043521,0.000393666,0.000449075,0.000474878,0.000532126,0.000729735,0.000439947
3980,0.000494552,0.000240881,0.001157788,0.000674609,0.000931721,0.000437344,0.000387728,0.000344348,0.000349199,0.000432398,0.000465669,0.000669014,0.000416728
3979,0.000402039,0.000215926,0.001178983,0.000690598,0.000832644,0.000367675,0.000318925,0.000291631,0.000259421,0.000396962,0.000409313,0.000591245,0.000371805
3978,0.000309413,0.000183902,0.001209518,0.000726577,0.000755127,0.000325483,0.000261961,0.000261449,0.000235132,0.00038215,0.000376414,0.000539272,0.000327684
3977,0.000240507,0.000161122,0.001241413,0.000785274,0.000717871,0.000335389,0.00023248,0.000274149,0.000297446,0.000375519,0.000365158,0.000530113,0.000310286
3976,0.000195978,0.000159185,0.001261475,0.000836243,0.000717252,0.000374189,0.000221459,0.000326881,0.000420524,0.000358722,0.000369228,0.000542932,0.000329506
3975,0.000168941,0.000183397,0.001267652,0.000845115,0.000737448,0.000392858,0.000214273,0.000389955,0.000551765,0.000329176,0.000383077,0.000546042,0.000372167
3974,0.000163616,0.000227335,0.001274694,0.000810201,0.000763759,0.000360985,0.000212027,0.00042429,0.000646555,0.000301515,0.000402761,0.000534897,0.000414948
3973,0.000188624,0.000272404,0.001299798,0.000765609,0.000788952,0.000291636,0.000232934,0.000411506,0.000690957,0.000295263,0.000427053,0.00053748,0.00044532
3972,0.000236203,0.000298338,0.001345814,0.000750877,0.000812815,0.000222796,0.000290486,0.000369165,0.000692933,0.000322115,0.000450634,0.000577142,0.000464934
3971,0.0002789,0.000298474,0.001400547,0.000779461,0.000839131,0.000184957,0.000377026,0.000338015,0.000666029,0.000386804,0.000460951,0.00064231,0.000480637
3970,0.000292026,0.000288028,0.001451576,0.000834488,0.000874109,0.000187102,0.000471057,0.000349219,0.000626098,0.000493317,0.000447892,0.000700369,0.000497033
3969,0.000277655,0.000295301,0.001497449,0.000888455,0.000923926,0.000223739,0.000557041,0.000399147,0.000596627,0.000642137,0.000419932,0.000736842,0.000518296
3968,0.000264239,0.000338366,0.0015385,0.000921121,0.000987445,0.000276919,0.000627017,0.000448895,0.000593519,0.000806941,0.000396547,0.000762163,0.000542391
3967,0.000283297,0.000404229,0.00156581,0.000926675,0.001055834,0.000319838,0.000669963,0.000451661,0.000607684,0.000926932,0.000392111,0.0007861,0.000561251
3966,0.000339616,0.000456154,0.001566425,0.000913114,0.001121883,0.000335799,0.000677904,0.000398944,0.00061656,0.000944335,0.000414462,0.000805032,0.000574362
3965,0.000401255,0.000466468,0.001541354,0.000899933,0.001187857,0.000334622,0.000658711,0.00033506,0.000609299,0.000852346,0.00046967,0.000812166,0.000596077
3964,0.000423094,0.000441233,0.001508017,0.000906764,0.001254524,0.000345485,0.000634555,0.000322575,0.000597685,0.000707032,0.000556672,0.000808412,0.000642161
3963,0.000389095,0.00040847,0.001481428,0.000935328,0.001305102,0.000389685,0.000623463,0.00038833,0.00060397,0.000591183,0.000655171,0.000798496,0.000707974
3962,0.000333527,0.000382771,0.001458671,0.000962859,0.001314494,0.000461214,0.000626651,0.000500173,0.000641652,0.000560074,0.000730187,0.000784078,0.000767485
3961,0.000310514,0.000355276,0.001429931,0.000961723,0.001283383,0.000536308,0.000641775,0.000598293,0.000710631,0.000616516,0.000758788,0.000769736,0.000797652
3960,0.000342807,0.000318743,0.001400459,0.000926162,0.001252566,0.000589976,0.000676495,0.000645518,0.000792268,0.000716832,0.000739414,0.000764479,0.000789295
3959,0.000405724,0.000289098,0.001388961,0.0008723,0.001266431,0.000604157,0.000739083,0.000645416,0.000850748,0.000797931,0.000682895,0.000770659,0.000742808
3958,0.000457254,0.000293729,0.001405845,0.000818007,0.001325715,0.000571884,0.000819387,0.000619731,0.00085308,0.000811825,0.000604655,0.000775727,0.000665716
3957,0.000472895,0.000342896,0.001445605,0.000773574,0.001388885,0.000506721,0.000890541,0.000588712,0.000803286,0.000756439,0.000531285,0.000766677,0.000583935
3956,0.000452648,0.000418477,0.001490783,0.000742912,0.00141127,0.000432002,0.000919293,0.00055999,0.000735074,0.000662218,0.000483209,0.000737659,0.000525928
3955,0.00041416,0.000487951,0.001522203,0.000728765,0.001380148,0.000362668,0.000879318,0.000524147,0.000675521,0.000558225,0.000459142,0.000687343,0.000502747
3954,0.000383411,0.000531835,0.001525057,0.000731576,0.00131157,0.000305397,0.000775847,0.000474646,0.000635409,0.00046684,0.000452852,0.000625609,0.000515529
3953,0.00038493,0.000553913,0.001497657,0.000750837,0.001230358,0.000266833,0.000649839,0.000421459,0.000619325,0.000412907,0.000469414,0.00057469,0.000571177
3952,0.000428857,0.000566746,0.001452342,0.00078172,0.001154187,0.000259466,0.000555796,0.000390764,0.000640532,0.000426917,0.000520914,0.000561449,0.00068443
3951,0.000500061,0.000571141,0.001402246,0.00080868,0.001090015,0.000291534,0.000523836,0.000406316,0.000710886,0.000520806,0.000600248,0.000596003,0.000848743
3950,0.000560578,0.00055362,0.001350219,0.000807044,0.001038647,0.000358543,0.000544162,0.000471315,0.000823888,0.000669653,0.000678505,0.000664114,0.001018939
3949,0.000569458,0.000507494,0.001286061,0.000754081,0.000992952,0.000436097,0.000579705,0.000560449,0.000939493,0.000812137,0.000720503,0.000735642,0.001125171
3948,0.000516607,0.000452486,0.001206331,0.000654697,0.000945637,0.000491018,0.000593971,0.000623368,0.001005888,0.000885784,0.000713875,0.000785784,0.001130738
3947,0.000435915,0.000429372,0.00113987,0.000556157,0.000910139,0.000517469,0.000589392,0.000630885,0.001027017,0.000887512,0.000696066,0.000826611,0.001082457
3946,0.000373373,0.000465503,0.001138748,0.000518863,0.000922988,0.000538583,0.000601927,0.000608055,0.001064392,0.000869065,0.000719565,0.000893479,0.0010614
3945,0.00034448,0.000540158,0.001225512,0.000556153,0.001005471,0.000564627,0.000645578,0.000600803,0.001147454,0.000863126,0.000778665,0.000987401,0.001078065
3944,0.000336362,0.00059445,0.001355414,0.000613068,0.001127418,0.0005777,0.000684608,0.00062316,0.001223112,0.000848561,0.000805705,0.001056678,0.001059756
3943,0.000342768,0.000590292,0.00144718,0.000620947,0.001226088,0.000571704,0.000684325,0.000655679,0.001230642,0.000805293,0.00076439,0.001059233,0.000961512
3942,0.00036883,0.000548748,0.001463227,0.000579674,0.001272526,0.000571995,0.00066594,0.000682215,0.001186097,0.000757823,0.00070187,0.001018933,0.000837754
3941,0.000402563,0.000516831,0.001457401,0.000574196,0.001311783,0.000599937,0.000683358,0.000711132,0.001158969,0.000745715,0.000684093,0.000998184,0.000776945
3940,0.000408784,0.000506087,0.001507296,0.00067765,0.001397884,0.000624723,0.000738491,0.00073906,0.001162551,0.000756597,0.000692517,0.001012534,0.000782698
3939,0.000363432,0.000481742,0.001603699,0.000849784,0.001498889,0.000584446,0.000759539,0.000725675,0.001127409,0.000730658,0.000638809,0.001010305,0.000772249
3938,0.000287593,0.000417249,0.001662111,0.000977633,0.001525358,0.000467314,0.000685147,0.000638977,0.0010012,0.000642515,0.0004875,0.000948893,0.000692009
3937,0.000234772,0.000345517,0.001641358,0.001001717,0.001448758,0.000360557,0.000559138,0.000525773,0.000851631,0.000565702,0.00034225,0.000876711,0.000612836
3936,0.000234218,0.000341455,0.001591554,0.000958459,0.001337358,0.000371619,0.000498695,0.000491054,0.000804086,0.000600532,0.000346435,0.000891729,0.000652486
3935,0.00026809,0.000438415,0.001591236,0.000919273,0.001279768,0.000508987,0.000563134,0.000584921,0.00089124,0.000751547,0.000518224,0.001024901,0.000832812
3934,0.000308282,0.000580629,0.001659407,0.000914369,0.001294519,0.000680863,0.000705984,0.000757772,0.001036068,0.000934521,0.000744065,0.001215397,0.001067139
3933,0.000358972,0.000670292,0.001747573,0.000930194,0.001331949,0.000796813,0.000845704,0.000918938,0.001160327,0.001083712,0.000912421,0.001387238,0.001265678
3932,0.000439403,0.000662804,0.001793043,0.000940493,0.001337642,0.000839475,0.000945413,0.001016511,0.00125067,0.001202706,0.001004593,0.001511311,0.001403307
3931,0.000535113,0.000601736,0.001766782,0.00092568,0.001297997,0.000826425,0.000999409,0.001047706,0.00129585,0.001291742,0.001035904,0.001574713,0.001469547
3930,0.000609832,0.000554865,0.001692247,0.000885891,0.001238946,0.00076806,0.000992421,0.001031891,0.001255782,0.001314924,0.001004491,0.001556862,0.0014474
3929,0.00065472,0.000549445,0.001616531,0.000836291,0.001186343,0.000682994,0.000918701,0.001004948,0.00113339,0.00126449,0.000931133,0.001466822,0.001362017
3928,0.000688172,0.000570244,0.001578808,0.000800838,0.001149418,0.000601445,0.000803143,0.000989879,0.000998406,0.001180022,0.000868606,0.00134972,0.001275175
3927,0.000709077,0.000585714,0.001595465,0.000796975,0.001130611,0.000540457,0.000691007,0.000981731,0.000921799,0.001098628,0.000840976,0.001252001,0.001217219
3926,0.000693573,0.000571958,0.001635345,0.0008041,0.001120368,0.000484088,0.000607266,0.000953124,0.000895869,0.001006843,0.000799442,0.001181831,0.001154677
3925,0.000650641,0.000541841,0.001624274,0.000770029,0.00109427,0.000430724,0.000556728,0.000886072,0.00088166,0.000898974,0.000717279,0.001129946,0.00108068
3924,0.000629773,0.000555481,0.00152472,0.000686183,0.00104964,0.00043697,0.000571572,0.000830712,0.000912333,0.000851709,0.000677932,0.001120242,0.001073905
3923,0.000656372,0.000664645,0.001405673,0.000629581,0.001035283,0.00054729,0.00067922,0.000856282,0.001034474,0.000934082,0.000758475,0.001173028,0.00118536
3922,0.000701336,0.000840922,0.001366182,0.000666889,0.001088439,0.000713475,0.000831969,0.000941108,0.00119047,0.001087504,0.000892515,0.001247486,0.001342112
3921,0.000721317,0.000989037,0.001411144,0.000756698,0.001164771,0.000837578,0.000937561,0.000983523,0.001265705,0.001185398,0.000948017,0.00128001,0.001433645
3920,0.000702398,0.001035985,0.001481446,0.000818414,0.001199288,0.000882533,0.000969405,0.000939719,0.001247839,0.001200343,0.000910658,0.001275803,0.001453109
3919,0.000651808,0.000991122,0.00155578,0.000842799,0.001198336,0.000893141,0.000991515,0.000895248,0.001246806,0.001233571,0.000899674,0.001306106,0.001480586
3918,0.000577628,0.000906631,0.001644331,0.000875532,0.00121506,0.000896622,0.001037021,0.000937963,0.001309475,0.001338179,0.000974596,0.001383695,0.001524177
3917,0.000499348,0.000813798,0.001731622,0.000942752,0.001277482,0.000873153,0.001053747,0.001027516,0.001353545,0.001435483,0.001061837,0.001434087,0.001508264
3916,0.000452674,0.000728257,0.001796367,0.001048209,0.001387733,0.000830554,0.001013317,0.001074271,0.001323145,0.001444705,0.001090014,0.001416994,0.001413339
3915,0.000453396,0.000680636,0.001870238,0.001212119,0.00156216,0.000825008,0.000977625,0.001066843,0.001285343,0.001390576,0.00108614,0.001384549,0.001316021
3914,0.000473881,0.000685063,0.001999492,0.001436628,0.001800702,0.000868961,0.000993354,0.001039708,0.001294562,0.001313833,0.001074777,0.001374997,0.001254933
3913,0.000467188,0.00070623,0.002162953,0.001652373,0.002036633,0.000907287,0.001019549,0.000989653,0.001314109,0.001210639,0.001031806,0.001353835,0.001195615
3912,0.000410611,0.000692551,0.00228348,0.001762889,0.002174903,0.000886222,0.000989425,0.000891617,0.001282494,0.001078513,0.000934909,0.001276802,0.001106873
3911,0.000323904,0.000634271,0.002309511,0.001726053,0.002174477,0.000821483,0.0009035,0.000765995,0.001210022,0.000974729,0.000825453,0.00117144,0.001032966
3910,0.00025798,0.000573743,0.002227577,0.001556547,0.002049888,0.000750596,0.000800642,0.000647237,0.001122118,0.000935752,0.000739,0.001088861,0.001015556
3909,0.00027828,0.00055762,0.00205064,0.0012958,0.001836835,0.000707481,0.000710882,0.000543155,0.001038257,0.000953165,0.000701853,0.001062906,0.001074854
3908,0.000421936,0.000610545,0.001795969,0.000986195,0.001560728,0.000715155,0.000657492,0.000463284,0.000987651,0.001003396,0.00074003,0.001108383,0.001210679
3907,0.00065609,0.000726249,0.001507981,0.000694076,0.001262581,0.000785022,0.00065906,0.00043111,0.00101138,0.001080224,0.000869694,0.001227114,0.001413196
3906,0.000869893,0.000874271,0.001243557,0.00049121,0.000995953,0.00091324,0.00073002,0.000502524,0.00114037,0.001205231,0.001058848,0.001414256,0.001649811
3905,0.000963146,0.001005134,0.0010295,0.000401504,0.000791656,0.001075601,0.000839598,0.000702601,0.001355937,0.001399713,0.001231048,0.001636904,0.001877818
3904,0.00095104,0.001078686,0.000834695,0.000363993,0.000624505,0.001259011,0.000935055,0.000984151,0.001633255,0.001681069,0.001369565,0.001855062,0.00210319
3903,0.000930083,0.001094233,0.000656386,0.000329457,0.000487532,0.001459673,0.001006263,0.001279015,0.001964748,0.002026764,0.001532626,0.002046571,0.002349568
3902,0.000941223,0.001080116,0.00060033,0.000351677,0.000465553,0.001642495,0.001084061,0.00154271,0.002302346,0.002339085,0.001731829,0.002193234,0.002572815
3901,0.000924,0.001052122,0.000750963,0.000475604,0.000624009,0.001716229,0.001164994,0.001730502,0.002496046,0.002468307,0.001843712,0.002247456,0.002641169
3900,0.000827362,0.001001849,0.001016912,0.000618667,0.000880668,0.001589832,0.001176251,0.00176255,0.002374239,0.002311137,0.001723013,0.002143653,0.00244968
3899,0.000697468,0.000935177,0.001226971,0.000677018,0.001092074,0.001297756,0.001080737,0.001606803,0.001966659,0.001947542,0.001420028,0.001896938,0.002072939
3898,0.000613946,0.000883906,0.001327429,0.000673447,0.001216397,0.000992892,0.000944061,0.001365695,0.001514772,0.001589522,0.001141935,0.001623146,0.001703578
3897,0.000592604,0.000868464,0.001378476,0.000696825,0.001299636,0.000791551,0.000836267,0.001164396,0.001213085,0.001365769,0.001006774,0.001414362,0.001455113
3896,0.000599987,0.000865219,0.001404222,0.000754324,0.001345931,0.000692635,0.00074316,0.001012105,0.001061356,0.001243814,0.000959919,0.001262535,0.001310996
3895,0.000608109,0.000839897,0.001381991,0.000790936,0.001322893,0.000663081,0.000653601,0.00087595,0.001018094,0.001181109,0.00094473,0.001151572,0.001254709
3894,0.000606087,0.000794523,0.001372271,0.000827202,0.001283768,0.000693093,0.00062375,0.000786676,0.001099213,0.0011978,0.000976584,0.001114756,0.001298769
3893,0.00057943,0.000767559,0.001506929,0.000942491,0.001348106,0.000789252,0.000724437,0.000831092,0.001325484,0.00133156,0.0010829,0.001206579,0.001435709
3892,0.000524177,0.000781708,0.001736809,0.001074809,0.00148266,0.000869901,0.00086035,0.000964982,0.001512287,0.00146341,0.001129764,0.00134906,0.001526717
3891,0.0004791,0.000806763,0.00179588,0.001024273,0.001481078,0.000838963,0.000831726,0.000984478,0.001420531,0.001429201,0.00098244,0.001380988,0.001471715
3890,0.000492601,0.000842389,0.001592736,0.00078698,0.001297137,0.000784722,0.000691069,0.000890339,0.001174383,0.001341083,0.000798389,0.001344566,0.001423172
3889,0.000563023,0.000942474,0.00141512,0.00065262,0.00118586,0.000891813,0.000711522,0.000918593,0.00114603,0.001475093,0.000873417,0.001451766,0.001611189
3888,0.000587191,0.001096953,0.001489142,0.000783113,0.001315251,0.001111751,0.000959718,0.001129215,0.001379537,0.001789767,0.00115516,0.00170906,0.001913329
3887,0.000454277,0.001161219,0.001697438,0.001024764,0.001557279,0.001157494,0.001147022,0.001257151,0.001481466,0.001887494,0.001222723,0.001841782,0.001907436
3886,0.000242809,0.001017338,0.001746112,0.001092476,0.00163959,0.000900885,0.000989045,0.001058659,0.001184818,0.001565541,0.000871831,0.001674905,0.00148383
3885,0.000167682,0.000775435,0.001458167,0.000838095,0.00140111,0.000593371,0.000610295,0.000662127,0.000778919,0.001159851,0.000474577,0.001410756,0.001103278
3884,0.000307714,0.000675185,0.001037892,0.000477234,0.001032215,0.000563547,0.000426453,0.000471306,0.000750183,0.00113742,0.000509931,0.001387696,0.001211624
3883,0.000531735,0.000798648,0.000910195,0.000382161,0.000907046,0.000839215,0.000640543,0.00070173,0.001184207,0.001545256,0.00098768,0.00167036,0.001718055
3882,0.000644702,0.000994688,0.001177259,0.000597078,0.00110391,0.001143141,0.001036707,0.001148586,0.001692684,0.001993661,0.001467079,0.001987873,0.002128229
3881,0.000582407,0.001066817,0.001548959,0.000848015,0.001377627,0.001220557,0.00126705,0.001457953,0.001880129,0.002121136,0.001562762,0.002062198,0.002093363
3880,0.00045894,0.000981162,0.001686481,0.000865288,0.001454515,0.001053119,0.001173541,0.00142896,0.001692666,0.001904142,0.001293309,0.001849986,0.001719049
3879,0.000411426,0.000857643,0.001544216,0.000665612,0.001311951,0.000821572,0.000896771,0.001146245,0.001391705,0.001592587,0.000981969,0.001529615,0.001366685
3878,0.00047341,0.000814109,0.001414001,0.000540438,0.001198938,0.000720924,0.00070359,0.000880545,0.001273864,0.001442557,0.000906953,0.001324528,0.001281724
3877,0.000570321,0.000851458,0.001502138,0.000650813,0.001262138,0.000765788,0.000676327,0.000757825,0.00135982,0.001458329,0.001038857,0.001280265,0.001402651
3876,0.000584914,0.000867907,0.001665341,0.000841539,0.001355824,0.000796853,0.000645666,0.000654463,0.001375865,0.001408323,0.001079965,0.001248604,0.001451321
3875,0.000499387,0.000784286,0.00165308,0.000880435,0.001283316,0.000724563,0.00044365,0.000450115,0.001126324,0.001167792,0.000842346,0.001136923,0.001304597
3874,0.000446998,0.000669292,0.001375287,0.000687438,0.00101664,0.000686416,0.00017573,0.000254499,0.000827941,0.00096009,0.000552816,0.001085382,0.001216722
3873,0.000542248,0.000693409,0.001032368,0.000451443,0.000774493,0.000886712,0.000171773,0.000337299,0.000926802,0.001138221,0.000633785,0.001322864,0.001525334
3872,0.000695516,0.000921631,0.00096486,0.000460206,0.000845769,0.001273395,0.000584071,0.000803127,0.001496197,0.001694771,0.001122337,0.001829066,0.002135998
3871,0.000713607,0.001188569,0.00121877,0.000700488,0.001197313,0.001485967,0.001087765,0.001340537,0.00198008,0.002132573,0.001500317,0.002223292,0.002502827
3870,0.000597375,0.001260908,0.001412117,0.000809396,0.001413969,0.001290058,0.001196665,0.001475563,0.001840492,0.002050444,0.001357114,0.002169642,0.00232265
3869,0.000531911,0.001144184,0.001229208,0.00057363,0.001217686,0.000944638,0.000925015,0.001185415,0.001346536,0.001721164,0.001008691,0.001842112,0.001982518
3868,0.000597088,0.001064876,0.000916875,0.000305278,0.000893153,0.00085433,0.0007457,0.000928818,0.00117793,0.001676735,0.001005831,0.001670452,0.00197137
3867,0.000666928,0.001130172,0.000898273,0.000369509,0.000854213,0.001022159,0.000868754,0.000950705,0.001452086,0.001930081,0.001332187,0.001732957,0.002207446
3866,0.000598251,0.001192319,0.001117604,0.000640477,0.001060474,0.001096441,0.001011554,0.001021306,0.001661204,0.002004729,0.001482153,0.001726516,0.002221507
3865,0.000442591,0.001097961,0.001268129,0.000809909,0.001248066,0.000928173,0.000925015,0.00092401,0.001531633,0.001711703,0.001271878,0.001518008,0.001914393
3864,0.000369921,0.00093014,0.001271113,0.000810563,0.001326039,0.000761183,0.000771492,0.000838538,0.001393261,0.001435733,0.001079735,0.001366445,0.001688894
3863,0.000409171,0.000863185,0.001263611,0.000781097,0.001372075,0.000775824,0.000772676,0.000959935,0.001504484,0.001456348,0.001157311,0.001437397,0.001742554
3862,0.000451186,0.000896213,0.001367288,0.00085416,0.001469316,0.000848175,0.000847979,0.001129804,0.001636981,0.001559698,0.001282492,0.001546179,0.001811227
3861,0.000426924,0.000902385,0.001540226,0.001008214,0.00158415,0.000861244,0.000845466,0.001141507,0.001572461,0.001524808,0.001245889,0.001539473,0.001700929
3860,0.00035678,0.000819429,0.001615296,0.00110867,0.001591265,0.000840035,0.000753995,0.001024283,0.001365233,0.001387305,0.001066407,0.001471366,0.001479075
3859,0.000304184,0.00067664,0.001469313,0.001048005,0.001399993,0.000867236,0.000642619,0.000929132,0.001195314,0.001308754,0.000882598,0.001459853,0.001339465
3858,0.000320876,0.000541386,0.001060516,0.000779152,0.00098189,0.000973266,0.000560896,0.000949772,0.00117048,0.001378806,0.000790161,0.001539372,0.001413602
3857,0.000420949,0.00047399,0.000479634,0.000365203,0.000428928,0.001114568,0.000507961,0.001031997,0.001290948,0.001564568,0.000820902,0.00165442,0.001724126
3856,0.000538486,0.000515973,0,8.21132E-06,0,0.001150311,0.000466687,0.001076199,0.001440141,0.00171465,0.00087869,0.001703743,0.002091576
3855,0.000560552,0.000626717,5.04723E-05,1.09955E-05,7.31372E-05,0.000891164,0.000366059,0.000991586,0.001364687,0.001624307,0.000714989,0.00157079,0.002164046
3854,0.00056016,0.000691496,0.000704899,0.000383004,0.000686537,0.000478644,0.000198612,0.000783608,0.001082549,0.001441848,0.000388172,0.001382057,0.001992109
3853,0.000678343,0.000670593,0.001140211,0.000507695,0.001135929,0.000228492,2.74541E-05,0.000441288,0.000889145,0.001426027,0.000258982,0.001325729,0.00195561
3852,0.000822664,0.000645291,0.000879685,0.00019485,0.001080748,0.000223373,0,0.000126015,0.000952408,0.001528256,0.000441013,0.001389179,0.002084444
3851,0.000873014,0.000720309,0.000746799,0.000183016,0.001201148,0.000448726,0.000278727,0.000200685,0.00130645,0.001715509,0.000843346,0.001584344,0.00225265
3850,0.000813255,0.000866559,0.001208325,0.000685175,0.001751565,0.000739904,0.000688269,0.00057736,0.001681027,0.001845224,0.001192778,0.001784315,0.002287464
3849,0.00068448,0.000983353,0.001797226,0.001204601,0.002269149,0.000908669,0.000943168,0.00089443,0.001786804,0.001759387,0.001275838,0.001815499,0.002091338
3848,0.000555192,0.0010389,0.00214689,0.001467299,0.002487105,0.000941906,0.000992059,0.000993952,0.001654577,0.001527472,0.001165551,0.001687313,0.00178531
3847,0.000466188,0.001073737,0.002265861,0.001529289,0.002464251,0.000934413,0.000976034,0.000972302,0.001501427,0.001341317,0.001059104,0.001536114,0.001552449
3846,0.000422151,0.001110951,0.002248566,0.001490192,0.002309931,0.000915495,0.000965441,0.000913012,0.001400469,0.001254563,0.001007589,0.001423161,0.001422326
3845,0.000413759,0.001134301,0.00213002,0.001375258,0.002082296,0.000871035,0.00091821,0.000809653,0.001291924,0.001217027,0.000954763,0.001347999,0.001337389
3844,0.000433974,0.001129712,0.001910248,0.001176073,0.001816096,0.000809761,0.000794378,0.000685981,0.001131879,0.001203753,0.000856632,0.001328282,0.001273613
3843,0.000483662,0.001117246,0.001604381,0.000904642,0.00153748,0.000769476,0.000628824,0.000602712,0.00097578,0.001247822,0.00075652,0.001382189,0.001289793
3842,0.000553276,0.001136595,0.001283753,0.000634578,0.00127987,0.00079703,0.000532913,0.000603401,0.000955286,0.001400171,0.000755692,0.001495985,0.001455808
3841,0.000596974,0.001196448,0.00107863,0.000477472,0.001105738,0.00091685,0.000611425,0.000712193,0.001159633,0.00166442,0.000902512,0.001640177,0.001743405
3840,0.000569493,0.001255399,0.001060233,0.000471814,0.001048246,0.001062309,0.000806593,0.000860898,0.001467453,0.00190412,0.001075266,0.001750569,0.001971526
3839,0.0005038,0.001273401,0.001173771,0.000554549,0.001080504,0.001164749,0.000957919,0.000930224,0.001700213,0.002006616,0.001166869,0.001818852,0.00204257
3838,0.000471389,0.001266533,0.001264924,0.000616258,0.001129371,0.001201203,0.00098055,0.00088578,0.001787935,0.001986393,0.001182083,0.001884507,0.002025359
3837,0.000486964,0.001265596,0.001250715,0.000628281,0.001167043,0.001192517,0.000930137,0.000791707,0.001777323,0.00192132,0.001178882,0.00194115,0.002032421
3836,0.000507684,0.001286187,0.001225547,0.000678732,0.001253054,0.00121316,0.000954309,0.000793913,0.001788111,0.001904988,0.001221846,0.001979486,0.002120435
3835,0.00049346,0.001327562,0.001338992,0.000851526,0.001453039,0.00130871,0.001116177,0.000948772,0.00187681,0.001964365,0.001325744,0.001998254,0.002259222
3834,0.000424551,0.001365067,0.001607482,0.001104362,0.001737987,0.001427642,0.001336238,0.001160807,0.001979459,0.002030251,0.001423319,0.001983664,0.002340916
3833,0.000313186,0.001341253,0.001916483,0.001315915,0.002013825,0.001442517,0.001458335,0.001280166,0.001957284,0.001976798,0.001388036,0.001898512,0.002231748
3832,0.000229421,0.0012069,0.002122955,0.001385505,0.002185543,0.001270149,0.00136352,0.00120647,0.001730218,0.00173456,0.001161596,0.00171631,0.001906053
3831,0.00025361,0.000996292,0.00217274,0.001319836,0.002225841,0.000999195,0.001106084,0.000996336,0.001422532,0.001416097,0.000881576,0.001505266,0.001534583
3830,0.000394796,0.000820505,0.002163104,0.00125176,0.002215103,0.000811588,0.000876057,0.000834298,0.001258398,0.001221779,0.000760374,0.001392683,0.001328205
