,PHS_9-12,PHB_10-15,Bog1_18-22,SOS_12-17,S1_12-15,S2_12-15,S3_13-16,EOS_5-10,E1_5-8,E2_5-8,E3_5-8,Fen1_5-8,Fen2_0-10
3683,0.000369375,0.000452979,0.002167632,0.001298473,0.001742709,0.000714551,0.000720563,0.000758714,0.000936765,0.000964382,0.000969542,0.000512383,0.000766299
3682,0.000418814,0.000432271,0.002124253,0.001246269,0.001589589,0.000654451,0.00068236,0.00061155,0.000695923,0.000758487,0.00089837,0.000372412,0.000678278
3681,0.000479725,0.000480123,0.002025014,0.00114702,0.001435061,0.000673952,0.000749786,0.000618586,0.000596469,0.000694828,0.000926462,0.00039754,0.000743234
3680,0.000560239,0.000557139,0.00177887,0.000914188,0.001207344,0.000738471,0.000797219,0.000711459,0.000556891,0.000750141,0.000958491,0.000512919,0.000879145
3679,0.000735183,0.000644399,0.001321955,0.000546959,0.000879579,0.000883583,0.000781948,0.000789766,0.000628807,0.000991272,0.001086933,0.000690771,0.001124498
3678,0.001009512,0.000767121,0.000835627,0.00026582,0.000631391,0.001158373,0.000829883,0.000883313,0.000971215,0.001498717,0.001476665,0.000972828,0.001520155
3677,0.001227085,0.000880307,0.000634224,0.000320622,0.000694142,0.001440971,0.00100237,0.00107159,0.001479874,0.002081881,0.001963111,0.001303078,0.00184726
3676,0.00131121,0.000876576,0.000763093,0.000606502,0.000973793,0.001574112,0.001149493,0.001299061,0.001830869,0.002437836,0.002206505,0.001570803,0.001937312
3675,0.001387241,0.000792239,0.000784626,0.000626448,0.000993912,0.001570395,0.001118639,0.001402873,0.001906065,0.002538343,0.002187746,0.001743622,0.001969809
3674,0.001564955,0.000791231,0.000573518,0.000357003,0.000716531,0.001612757,0.001065876,0.001453233,0.001973418,0.002674578,0.002238566,0.001919779,0.002194199
3673,0.001812197,0.000961534,0.000667189,0.000352207,0.000685865,0.001842728,0.001257975,0.001687518,0.00231428,0.003072526,0.002586876,0.002211976,0.002638918
3672,0.00197001,0.001177088,0.001220066,0.000706114,0.00103283,0.002080448,0.001592806,0.001992924,0.00269,0.003452697,0.002945832,0.002442804,0.002938584
3671,0.001943057,0.00121509,0.001863531,0.001093701,0.001463342,0.002086745,0.001777049,0.002100135,0.002701658,0.003419831,0.002925763,0.002373981,0.002741665
3670,0.001884392,0.00106354,0.002303994,0.001322416,0.001777392,0.001984578,0.001793312,0.002044509,0.002491294,0.0031323,0.002715796,0.00214718,0.002314653
3669,0.001955009,0.000941925,0.002441232,0.001379348,0.00190613,0.002002322,0.00184976,0.002045462,0.002456806,0.002997919,0.002742192,0.002038711,0.00211405
3668,0.002102058,0.000958037,0.002527938,0.001513889,0.002034894,0.002126904,0.00204902,0.002198826,0.002628807,0.003066106,0.003000765,0.002061277,0.002134878
3667,0.002215259,0.001038823,0.002891898,0.001941863,0.00237911,0.002246933,0.00232571,0.002434859,0.002801555,0.003158998,0.003236635,0.002093103,0.002163774
3666,0.002267176,0.001110747,0.003453761,0.002513104,0.002833961,0.00230898,0.002573663,0.002630514,0.0028453,0.003170948,0.003306003,0.00207654,0.002110979
3665,0.002308813,0.001180532,0.0039712,0.003000919,0.003221636,0.002336676,0.002759215,0.002749393,0.002797488,0.003148846,0.003269034,0.002054832,0.002028991
3664,0.002403919,0.001292884,0.004350887,0.003339033,0.003511144,0.002384886,0.002916795,0.002845602,0.002779859,0.003202276,0.003291747,0.00210595,0.002006444
3663,0.002564665,0.001445823,0.004596677,0.003544053,0.003722481,0.002475016,0.003066593,0.002968206,0.002846968,0.00335865,0.003461771,0.002250927,0.002057556
3662,0.002751958,0.001577672,0.004693987,0.003612408,0.003829027,0.002579376,0.003173405,0.003091347,0.002934198,0.003523574,0.003706189,0.002427493,0.002117904
3661,0.002939342,0.001641537,0.004624188,0.003541642,0.003802142,0.002692112,0.003220784,0.003166106,0.002989692,0.003620696,0.00392486,0.002580579,0.002166953
3660,0.003131472,0.001676703,0.004447011,0.003404301,0.003699807,0.002877838,0.003302121,0.00323115,0.003105474,0.003715149,0.004148755,0.002747985,0.002295011
3659,0.003316994,0.001770462,0.004323839,0.00335468,0.003669772,0.003180178,0.003534846,0.003367521,0.003392375,0.003899837,0.004456143,0.002978856,0.002565277
3658,0.003437955,0.001951594,0.004410881,0.003507199,0.003827896,0.003538814,0.003911213,0.003597338,0.003808009,0.004161798,0.004819676,0.003235062,0.002902534
3657,0.003471458,0.002142314,0.004668984,0.003767724,0.004096536,0.003799057,0.004225071,0.003820531,0.004119562,0.004373209,0.005067763,0.003384426,0.003141184
3656,0.003513885,0.002251685,0.004832317,0.003858875,0.004222338,0.003889584,0.004272164,0.003915467,0.004188813,0.004498032,0.005133669,0.003378492,0.003269109
3655,0.00368505,0.002318752,0.004721411,0.003660729,0.004076972,0.003934474,0.004143383,0.003963562,0.004200387,0.004704378,0.005203242,0.003382047,0.003471682
3654,0.004009868,0.002464888,0.004487696,0.003377709,0.003817291,0.004104565,0.004114555,0.004164301,0.004433602,0.005169769,0.005505032,0.003605645,0.003907274
3653,0.004402538,0.002716201,0.004287732,0.003178355,0.00357523,0.004354562,0.004267796,0.004491898,0.004833789,0.005768712,0.005972602,0.004009048,0.004444338
3652,0.004738643,0.002949891,0.004103243,0.003055134,0.003362122,0.004465549,0.0044514,0.004702686,0.005049668,0.00614399,0.006294665,0.004332221,0.004750235
3651,0.00498372,0.00306339,0.004007227,0.003061666,0.003317446,0.004459165,0.004656324,0.004810166,0.005042191,0.006262603,0.006437431,0.004522413,0.004809358
3650,0.005242092,0.003169923,0.004188154,0.003293901,0.003623839,0.004750383,0.005168278,0.005271965,0.005382591,0.006660272,0.006886677,0.00492973,0.005135604
3649,0.005567106,0.003420998,0.004594057,0.003628465,0.004109943,0.00547078,0.00601179,0.006236184,0.006333626,0.007560866,0.007843542,0.005663967,0.005919352
3648,0.005851773,0.003687383,0.005009954,0.003900126,0.004454769,0.006147315,0.006731944,0.007137112,0.007261181,0.008369003,0.008745185,0.006250782,0.006571691
3647,0.006025432,0.003773831,0.00542762,0.004179736,0.004670226,0.00643772,0.007064991,0.007542836,0.007638201,0.008634775,0.00914655,0.006370932,0.006677852
3646,0.006141087,0.003699055,0.005930373,0.004577874,0.004943445,0.006445228,0.007160839,0.00756223,0.007594529,0.008518999,0.009164539,0.006176863,0.00642003
3645,0.006263704,0.003597901,0.006501508,0.005073774,0.005350214,0.006392861,0.007243823,0.007471063,0.007474717,0.008344484,0.009081568,0.005930765,0.006115897
3644,0.006407184,0.003543879,0.007054411,0.005566366,0.005828564,0.006374843,0.007379613,0.007405978,0.007432585,0.00823788,0.009011232,0.005731454,0.005875855
3643,0.006568874,0.003516483,0.007504003,0.00595494,0.006252559,0.006373614,0.007506885,0.0073708,0.007434275,0.008167026,0.008934543,0.005547411,0.005664334
3642,0.00676905,0.003489679,0.007813243,0.006199844,0.006527255,0.006366335,0.007579233,0.007363618,0.007434445,0.008113894,0.00886502,0.005360643,0.00547734
3641,0.007028643,0.003495444,0.008026737,0.00635612,0.00666881,0.006380205,0.007645422,0.007436306,0.007476224,0.008148638,0.008904021,0.005237162,0.005397525
3640,0.007317772,0.003587726,0.008236388,0.006524603,0.006777194,0.00644475,0.007781261,0.007638499,0.007605466,0.008324966,0.009110244,0.00525076,0.005476063
3639,0.007581708,0.00376784,0.00849945,0.006760127,0.00692589,0.006557547,0.007981937,0.007926709,0.007785994,0.008595119,0.009424728,0.005396861,0.005675132
3638,0.007811569,0.00399896,0.00879716,0.00704049,0.007101446,0.00673979,0.008212008,0.008231189,0.008002703,0.008912161,0.00980188,0.005647813,0.005972502
3637,0.008045786,0.004263154,0.009103019,0.007341407,0.007277851,0.007038902,0.008484811,0.008547871,0.008317371,0.009299189,0.010274164,0.006000976,0.00638338
3636,0.008297571,0.004550437,0.009409683,0.007651693,0.007459813,0.007441493,0.008817073,0.008905954,0.008740171,0.009758221,0.010821723,0.006420304,0.006845197
3635,0.008529076,0.004814567,0.009641447,0.007894996,0.007608132,0.007828195,0.009128585,0.009258422,0.009109954,0.010170177,0.011269727,0.006775451,0.007186075
3634,0.008726038,0.005012222,0.009658809,0.007956135,0.007623441,0.008123818,0.00932565,0.009522037,0.009296241,0.010446972,0.011507956,0.006975919,0.007364368
3633,0.008942101,0.005191326,0.009435596,0.007847743,0.007479206,0.008422444,0.009481192,0.009741288,0.009441284,0.010701977,0.011703306,0.007121924,0.007598094
3632,0.009241503,0.005444045,0.009178516,0.007774365,0.007321841,0.008843473,0.009773031,0.010049852,0.009792938,0.011094326,0.012099631,0.007378685,0.008089345
3631,0.009606531,0.005753022,0.009188161,0.007956508,0.007366442,0.009310922,0.01025039,0.010488795,0.010342857,0.01155969,0.012651675,0.007733322,0.00868135
3630,0.009980823,0.005958745,0.009640811,0.008437559,0.007735638,0.009660673,0.010784408,0.010998432,0.010868411,0.011948012,0.013097765,0.008052687,0.009048452
3629,0.010380999,0.005990341,0.010298134,0.008922723,0.008239153,0.00990811,0.01122172,0.011471308,0.011291872,0.012334714,0.013403959,0.008311743,0.009218889
3628,0.010775876,0.00599115,0.010653497,0.009066492,0.008512005,0.010117447,0.011497064,0.011748575,0.011635749,0.012767118,0.013716709,0.008494998,0.009389578
3627,0.011077271,0.006092506,0.010815355,0.009140134,0.008690966,0.010332201,0.01174911,0.01192499,0.011964068,0.013185435,0.014125223,0.008620434,0.009586014
3626,0.011269583,0.006268441,0.01124495,0.009534978,0.00910414,0.010559059,0.012077532,0.01217954,0.012285841,0.013529836,0.014571171,0.008727552,0.009716168
3625,0.011389845,0.006399601,0.011819756,0.010031142,0.00956351,0.010708267,0.012338503,0.012415254,0.012447746,0.013686451,0.014870243,0.008748687,0.009661466
3624,0.011501612,0.006428054,0.012172487,0.010270884,0.009765436,0.010750767,0.012408697,0.012498145,0.012399483,0.013656532,0.014968311,0.008662743,0.009460276
3623,0.01167206,0.006425723,0.012244911,0.010227555,0.009722982,0.010798264,0.012387137,0.012491323,0.012331355,0.013631228,0.015037417,0.008589106,0.009337644
3622,0.011916413,0.006504473,0.012225709,0.010106632,0.009634374,0.010957354,0.012472664,0.01255434,0.01244158,0.013778627,0.015253514,0.008641541,0.009466606
3621,0.012198505,0.00668409,0.012312984,0.010114892,0.009655409,0.011209602,0.01274982,0.012759649,0.012722942,0.01408352,0.015617488,0.008807244,0.00981227
3620,0.012494932,0.006889624,0.012545758,0.010298218,0.009786775,0.011480195,0.013146291,0.013072425,0.013061119,0.014457096,0.016042694,0.009028936,0.010245034
3619,0.012812908,0.007053171,0.012767693,0.010508602,0.009904228,0.011708526,0.013517783,0.013411188,0.013378507,0.014839439,0.016449234,0.009276563,0.010648947
3618,0.013143962,0.007175245,0.012832566,0.010605774,0.00994763,0.011850572,0.013773904,0.013705792,0.013642415,0.015174018,0.016766245,0.009511119,0.01093316
3617,0.01346741,0.007305859,0.012838586,0.010667033,0.010041889,0.011938624,0.013978767,0.013981492,0.013902613,0.015468576,0.017014208,0.00972631,0.011114936
3616,0.013768809,0.00748804,0.012966387,0.010823947,0.010297867,0.01205149,0.014249026,0.014313621,0.014230568,0.015778366,0.017273769,0.009949258,0.011276675
3615,0.014044007,0.007709689,0.013250882,0.01107619,0.01065594,0.012224083,0.014595045,0.014709902,0.014596731,0.016097305,0.017554991,0.010167128,0.011432619
3614,0.014319311,0.007921217,0.013617004,0.011350473,0.010984633,0.012467724,0.014940577,0.015111763,0.01493354,0.01639814,0.017832703,0.010356276,0.011576475
3613,0.014629987,0.008098505,0.013968093,0.011591905,0.011200083,0.012797692,0.015240576,0.015471007,0.015250702,0.016713992,0.018135498,0.010538358,0.011766721
3612,0.014959984,0.008262915,0.01426774,0.01182021,0.011333726,0.013187788,0.01551759,0.01577573,0.015598424,0.017092577,0.01851189,0.010739753,0.012059048
3611,0.015249268,0.008447438,0.014590726,0.012122852,0.011517233,0.013564314,0.015812742,0.016047243,0.015978735,0.017526503,0.018960865,0.010945263,0.012416402
3610,0.015467006,0.00865525,0.015029774,0.012548443,0.011855021,0.013864505,0.016131759,0.01631904,0.016334004,0.017956136,0.019426374,0.011115223,0.012732951
3609,0.015655038,0.008863713,0.015569304,0.013034333,0.012318874,0.014096286,0.016458288,0.016619013,0.016627956,0.018336149,0.019861196,0.011243643,0.012946484
3608,0.015879978,0.009053662,0.01608348,0.013458393,0.01276941,0.014309586,0.016787184,0.016940437,0.016883369,0.018658466,0.02025935,0.011360305,0.013081283
3607,0.016140671,0.009202754,0.016459841,0.013758008,0.013084558,0.014494862,0.017106807,0.017226468,0.01709904,0.018897424,0.02060194,0.011454491,0.013154607
3606,0.016379055,0.009278185,0.016720209,0.013988744,0.013274212,0.014586143,0.017382343,0.01741826,0.017222066,0.019014213,0.020847006,0.011469294,0.013139793
3605,0.016570991,0.009263292,0.016947992,0.014222757,0.013416143,0.014560447,0.017581528,0.017504996,0.017225879,0.019019759,0.020984005,0.011382829,0.013039639
3604,0.016754148,0.009189984,0.017170809,0.014467854,0.013555692,0.014481158,0.017712629,0.01753011,0.017164975,0.01898766,0.02105598,0.011246416,0.012923256
3603,0.016986917,0.009137161,0.017391413,0.014719375,0.013724783,0.01446293,0.017837963,0.017571833,0.01715258,0.019015396,0.021138334,0.01115038,0.012888828
3602,0.017290321,0.009186047,0.017619521,0.014974489,0.013944146,0.014593657,0.018038579,0.017713936,0.017285871,0.019171081,0.021298588,0.011162557,0.012999929
3601,0.017635903,0.009361957,0.017838626,0.015189171,0.014178537,0.014861578,0.018331721,0.017981448,0.017557464,0.019442149,0.021549046,0.011276212,0.013240689
3600,0.017978651,0.009634825,0.018024082,0.015310883,0.014362948,0.015202076,0.018673059,0.018329449,0.017904051,0.019786448,0.021885946,0.011458424,0.013574706
3599,0.018295095,0.00996109,0.018208817,0.015366795,0.014491121,0.015580075,0.019024861,0.018707154,0.018281417,0.020178813,0.022300744,0.011706399,0.013976089
3598,0.018598611,0.010298802,0.018470531,0.015453359,0.014626703,0.016000314,0.019386234,0.019086406,0.018675498,0.020596158,0.022765229,0.012020883,0.014412659
3597,0.018921944,0.010604093,0.018846688,0.015645288,0.014830499,0.01646105,0.019778868,0.019454229,0.019087067,0.021007458,0.023236743,0.012359478,0.01483025
3596,0.01927881,0.010841384,0.019305514,0.015951057,0.015116896,0.016934857,0.020230986,0.019832582,0.019537714,0.021416143,0.02369651,0.012668865,0.015185961
3595,0.019648823,0.011008378,0.019751931,0.01631039,0.015433895,0.017351053,0.020712947,0.020230474,0.019997361,0.021822495,0.024116649,0.012905618,0.015443814
3594,0.020002998,0.011140154,0.02008538,0.016646253,0.01569865,0.017657607,0.021139863,0.020598255,0.02038924,0.022207335,0.024481078,0.013068009,0.015617824
3593,0.020327429,0.011288073,0.020270768,0.016924655,0.015869772,0.017877146,0.021462744,0.020894605,0.020672495,0.022554411,0.024810871,0.013200187,0.015782767
3592,0.020637047,0.011480398,0.020355106,0.017157424,0.015979186,0.018079706,0.021709652,0.021126852,0.020886326,0.02287088,0.025153745,0.013347268,0.01603081
3591,0.020960531,0.011703383,0.020397319,0.017340712,0.016070541,0.018303074,0.021941441,0.021330353,0.021099564,0.02316842,0.025531757,0.013508761,0.016385177
3590,0.021314077,0.011899107,0.020461022,0.017465027,0.016177016,0.018520119,0.022194125,0.021543707,0.021339034,0.023436587,0.025906127,0.013639,0.016751291
3589,0.021698619,0.012012413,0.020642053,0.017565348,0.016327585,0.018721503,0.022494576,0.021840694,0.021634864,0.023709882,0.02625869,0.013741978,0.017022596
3588,0.022110657,0.012073784,0.020986887,0.017698431,0.016509306,0.018977336,0.02287408,0.022291798,0.022061585,0.024096093,0.02666312,0.013922211,0.017221378
3587,0.022515001,0.012176749,0.021385189,0.01787632,0.016662974,0.019303335,0.023283969,0.022795723,0.022578772,0.024584228,0.027133977,0.014206676,0.017400394
3586,0.022851122,0.012344016,0.021747562,0.018136875,0.016834394,0.019604084,0.0236219,0.023147818,0.023011848,0.025005608,0.027550069,0.014460209,0.017523572
3585,0.023104357,0.012517981,0.022155803,0.018552001,0.017163544,0.019813088,0.023863768,0.023296382,0.023270934,0.025263007,0.027826383,0.014575003,0.017564545
3584,0.023318128,0.012649604,0.022659598,0.019066119,0.017643652,0.019935897,0.024047669,0.023333629,0.023392811,0.025383581,0.027982755,0.014553646,0.017557437
3583,0.023553046,0.01273906,0.023183577,0.019527873,0.018115386,0.020011328,0.024212691,0.02335986,0.023454596,0.02543103,0.028086006,0.014454272,0.01755131
3582,0.023853401,0.012823634,0.023660855,0.019867532,0.018469071,0.020107203,0.02441079,0.023455304,0.023549776,0.025486765,0.028220669,0.014366897,0.017593707
3581,0.024222999,0.012937128,0.024077604,0.020127132,0.018718234,0.020284131,0.024690445,0.023652472,0.023735473,0.02561939,0.028438241,0.014370122,0.017702722
3580,0.024624531,0.013084051,0.024439247,0.020381587,0.01893678,0.02055465,0.025063553,0.023919924,0.024001578,0.025860119,0.028741675,0.014494554,0.017872015
3579,0.025009244,0.013256277,0.02476392,0.02067804,0.019181452,0.020877742,0.025496776,0.024198943,0.024296146,0.026196376,0.029107135,0.014718366,0.018092345
3578,0.025357975,0.013453789,0.025094515,0.021025449,0.019462017,0.021202276,0.025940191,0.024466769,0.024587587,0.026592907,0.029517499,0.014994433,0.018367355
3577,0.02568669,0.013680226,0.025467065,0.021396799,0.019748056,0.02149887,0.026356167,0.024749626,0.024885096,0.027007692,0.029954982,0.015266932,0.018691508
3576,0.026019829,0.013925192,0.025878899,0.021749641,0.020009798,0.021765128,0.026732482,0.025077351,0.025214741,0.0274089,0.030386201,0.015487232,0.019033748
3575,0.026365479,0.014167832,0.026280933,0.022046552,0.020244237,0.022014094,0.02707659,0.025441816,0.025582536,0.027785749,0.030772021,0.015639456,0.019351495
3574,0.026717823,0.014393092,0.026603073,0.022269148,0.020465803,0.022261942,0.027389302,0.025782348,0.025948526,0.02813568,0.031089714,0.015747774,0.019616729
3573,0.027068931,0.0146005,0.026789759,0.022411625,0.02066932,0.022528395,0.027660378,0.026037447,0.026258848,0.028463693,0.03135589,0.015865015,0.019844245
3572,0.027417512,0.014802823,0.02682961,0.022474517,0.020817632,0.022822262,0.027882492,0.026192791,0.026489379,0.02877848,0.031611315,0.016032245,0.020081807
3571,0.027776333,0.015025029,0.02678011,0.022483611,0.020882752,0.02313419,0.0280812,0.026286694,0.026682816,0.029103769,0.031909976,0.016259106,0.020386215
3570,0.028168975,0.015296484,0.026771516,0.022513811,0.020902411,0.02343972,0.028330074,0.026406109,0.026932372,0.029476848,0.032299341,0.016535585,0.020779817
3569,0.028620134,0.015626301,0.026961952,0.022668553,0.020985097,0.023739214,0.028730731,0.026689115,0.027346975,0.029955183,0.032822686,0.016873587,0.021252823
3568,0.029137511,0.015993313,0.027397076,0.022972195,0.021204551,0.024103158,0.029351989,0.027278401,0.028015925,0.030613734,0.033530621,0.017330449,0.021812559
3567,0.029661118,0.016344933,0.027893952,0.023287908,0.021474142,0.024566812,0.030095422,0.028110101,0.028856409,0.031393893,0.034361359,0.017872296,0.022402807
3566,0.030066688,0.016612856,0.028243965,0.023496144,0.021667208,0.025019486,0.030715934,0.028856851,0.029582437,0.032044701,0.035080383,0.01829032,0.022833
3565,0.030294254,0.016767872,0.028517212,0.023708194,0.021847875,0.025348649,0.031088053,0.029278741,0.030013116,0.032409561,0.035522789,0.018436916,0.022986587
3564,0.030406112,0.01684228,0.028900004,0.024078805,0.022153662,0.025559091,0.031284157,0.029425276,0.030205859,0.032567636,0.035727925,0.018375444,0.022946529
3563,0.030507716,0.016892716,0.029411976,0.024587566,0.022588942,0.025711077,0.031421239,0.029472625,0.030285033,0.032664041,0.03581489,0.018252059,0.022862622
3562,0.030680947,0.016973675,0.029961414,0.025126002,0.023073576,0.025874146,0.031590098,0.029577122,0.030349375,0.032792323,0.035903501,0.018188321,0.022851211
3561,0.030961559,0.017120702,0.030481785,0.025623472,0.02353829,0.026102982,0.031854842,0.029817765,0.030467642,0.032978508,0.036088479,0.018246953,0.022966823
3560,0.031334705,0.017327645,0.030950851,0.026062278,0.023941049,0.026393869,0.032227957,0.030169287,0.030660427,0.033196858,0.036392799,0.018416375,0.023187674
3559,0.031745353,0.017550838,0.031358605,0.026446355,0.024264506,0.026680035,0.032655811,0.030537352,0.030901417,0.033418203,0.03675647,0.018633539,0.023436626
3558,0.032130475,0.017751237,0.031693388,0.026777866,0.024515503,0.026889451,0.033053705,0.030838447,0.031148271,0.033644104,0.03708908,0.0188335,0.023630863
3557,0.032457779,0.017927218,0.031957057,0.027056258,0.024715531,0.027013013,0.033370327,0.031054937,0.031383364,0.033901472,0.037351642,0.018988799,0.023742255
3556,0.032737981,0.01810767,0.032190678,0.027299028,0.024894352,0.027114191,0.033627979,0.031238002,0.031631001,0.034217444,0.037591356,0.019115291,0.023826587
3555,0.033001487,0.018319441,0.032472999,0.027554713,0.025090442,0.0272804,0.033904557,0.03147441,0.031942388,0.034607496,0.037903092,0.019252864,0.023992189
3554,0.033272832,0.018565599,0.032854555,0.027866356,0.025329715,0.027557645,0.034261025,0.031822199,0.03233984,0.035057554,0.03833974,0.019426598,0.024304815
3553,0.03357006,0.018827865,0.033283457,0.02821369,0.0255952,0.027924974,0.034676908,0.032247015,0.032775911,0.035514905,0.038858966,0.019621935,0.024716178
3552,0.03390761,0.019085032,0.033632512,0.02851619,0.025837348,0.028322201,0.035068914,0.032641651,0.033162152,0.035910905,0.039359511,0.019801405,0.025103587
3551,0.034284007,0.019325344,0.033837594,0.028724007,0.026037129,0.028700946,0.035380227,0.032928003,0.033452074,0.03621096,0.039775104,0.019947358,0.025395053
3550,0.034679021,0.019544535,0.033966002,0.02887133,0.026227355,0.02904535,0.035636939,0.033130358,0.033680104,0.03643746,0.040120441,0.020078674,0.025627658
3549,0.035078882,0.019736998,0.034127526,0.029021032,0.026438631,0.029348439,0.035909239,0.03333205,0.033908785,0.036637043,0.040448128,0.020220501,0.025874198
3548,0.035504347,0.019902479,0.03437896,0.029206665,0.026667457,0.029610834,0.036261921,0.033610809,0.034191518,0.036869654,0.040812576,0.020395993,0.026174288
3547,0.035991065,0.020062976,0.034717479,0.029436103,0.026902522,0.029860623,0.036732171,0.034014027,0.034574417,0.037210924,0.041255568,0.020639694,0.026530124
3546,0.036521992,0.020248205,0.035107184,0.029710417,0.027140051,0.030126347,0.037290927,0.034523313,0.03505393,0.037682867,0.041755254,0.020958307,0.026900951
3545,0.037004258,0.0204574,0.035506705,0.030031573,0.027372779,0.030393467,0.037832001,0.035033627,0.035538997,0.038189111,0.042210373,0.021284071,0.02720758
3544,0.03735006,0.020658705,0.035893972,0.030395962,0.027588915,0.030622094,0.038250466,0.035424077,0.035914559,0.038585789,0.042530235,0.021521299,0.027390743
3543,0.037559479,0.020828702,0.036263241,0.0307781,0.027784465,0.030796571,0.038522652,0.035650357,0.036132958,0.038805465,0.042717577,0.021630213,0.027461893
3542,0.037704696,0.02097434,0.036611002,0.031141011,0.027975793,0.030941488,0.038702779,0.035762845,0.036231425,0.038891432,0.042846533,0.021644436,0.02748632
3541,0.037859345,0.021121788,0.0369385,0.031472653,0.028196843,0.031104272,0.038871961,0.035862032,0.036298103,0.038950707,0.042998507,0.021634576,0.027537177
3540,0.038058331,0.021299801,0.037255509,0.031795448,0.028469303,0.031323201,0.03909452,0.03603077,0.036426744,0.03908579,0.043224481,0.021665554,0.027656842
3539,0.038309327,0.021528596,0.037576418,0.032135293,0.028774537,0.031605654,0.039400259,0.036288028,0.036679889,0.039349507,0.043543093,0.021773941,0.027845128
3538,0.038613432,0.021810375,0.037906044,0.032483644,0.029058391,0.031929214,0.039779588,0.036589369,0.037061599,0.039728534,0.043944945,0.021957035,0.02807325
3537,0.038968265,0.022120103,0.038234568,0.032802181,0.029278878,0.032267238,0.040188549,0.036873769,0.037517201,0.04016216,0.044395402,0.02217539,0.028314898
3536,0.039360061,0.022412932,0.038547646,0.033060455,0.029452937,0.032611559,0.040575025,0.037125119,0.037971186,0.040587066,0.044847813,0.02237989,0.028565364
3535,0.039769381,0.022651407,0.038849225,0.033265667,0.029654236,0.032959731,0.040906541,0.037374248,0.038365443,0.040963501,0.045256788,0.022542323,0.028816163
3534,0.040185543,0.022833283,0.039166624,0.033447991,0.029951182,0.033300057,0.041188867,0.037652737,0.038687534,0.041285172,0.045603988,0.022677431,0.029040736
3533,0.040604722,0.022993619,0.03952091,0.033626173,0.030342955,0.033609723,0.041454698,0.037953457,0.038956888,0.041564514,0.045898994,0.022823661,0.029210314
3532,0.041020681,0.023178185,0.039903551,0.0338053,0.030763811,0.033876838,0.041746802,0.038248159,0.039208596,0.041830688,0.046174933,0.02301201,0.029344528
3531,0.041425826,0.023408138,0.040279216,0.033996425,0.031141931,0.034110392,0.042102121,0.038535629,0.039477601,0.042121737,0.046471144,0.023242871,0.029518809
3530,0.041823285,0.023657073,0.040607415,0.034219839,0.031447645,0.034327707,0.042525692,0.038845194,0.039781216,0.042457229,0.04681417,0.023482334,0.029800585
3529,0.04222837,0.023869087,0.040858838,0.034481795,0.031683478,0.034541593,0.042974244,0.039194762,0.040113532,0.04281884,0.047212287,0.023686547,0.030172441
3528,0.042653743,0.024013775,0.041038809,0.034774722,0.031860276,0.034767682,0.043385028,0.039563458,0.040468441,0.043178858,0.047670372,0.023843504,0.030542601
3527,0.043092353,0.024123294,0.041199714,0.035099762,0.032000284,0.035030245,0.043734921,0.039920096,0.040860143,0.043543292,0.048190874,0.02398773,0.030832936
3526,0.043514534,0.024263151,0.041418178,0.035467299,0.032148927,0.035341702,0.044057366,0.040257782,0.041298133,0.043939475,0.048743805,0.024160507,0.031037287
3525,0.043880077,0.024471272,0.041738097,0.035859151,0.032346322,0.035683025,0.044396241,0.040585938,0.041750757,0.044365951,0.049259579,0.02436328,0.031204229
3524,0.044160795,0.024736527,0.042140883,0.036222085,0.03258989,0.036019096,0.044759952,0.04090654,0.042159258,0.044784107,0.049680781,0.024564908,0.031393175
3523,0.044367353,0.025025689,0.042573603,0.036525633,0.032844179,0.036329674,0.045125828,0.041217155,0.042490518,0.04516269,0.050017803,0.024747283,0.031643845
3522,0.044553689,0.025313365,0.04299798,0.036809107,0.033089594,0.036614885,0.045472877,0.041521209,0.042756858,0.045504461,0.050326738,0.024922198,0.031955237
3521,0.044778662,0.025585043,0.043405113,0.037135505,0.033341438,0.036881147,0.045800942,0.041821161,0.042989881,0.045825477,0.050639401,0.025106429,0.032288212
3520,0.045052559,0.025828358,0.043791987,0.037501961,0.033614998,0.037132703,0.046121586,0.042103742,0.043212778,0.046124555,0.050935588,0.025295562,0.032592058
3519,0.045330462,0.026032055,0.044151068,0.037831967,0.03389829,0.037376846,0.046443649,0.042348048,0.043442804,0.046388628,0.051186289,0.025470609,0.032837539
3518,0.045567958,0.026191471,0.044484098,0.038063937,0.03416963,0.037625837,0.046771918,0.042556696,0.043701765,0.04662111,0.051406657,0.025621464,0.033030332
3517,0.045777982,0.026309858,0.044804139,0.038222596,0.034422886,0.037879665,0.047102367,0.042759692,0.043992021,0.046839255,0.051642353,0.025745443,0.033186645
3516,0.046019978,0.02639722,0.045112986,0.038383944,0.034658542,0.038116291,0.047414835,0.042981522,0.044272782,0.047048449,0.051915724,0.025832334,0.03330974
3515,0.046335282,0.026473405,0.045389366,0.038587984,0.034862088,0.038312789,0.047680943,0.043212951,0.044489035,0.047237659,0.052208177,0.025869429,0.033402501
3514,0.046709826,0.026569284,0.045616798,0.038817256,0.035017549,0.038484062,0.047900373,0.043432432,0.04464489,0.047417688,0.052507829,0.025874756,0.033504227
3513,0.047101602,0.02671427,0.045819028,0.039050497,0.035143819,0.038681814,0.048126771,0.043650999,0.044820644,0.047639647,0.052839768,0.025906267,0.033679385
